2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425874;PINO DA TRAVA         CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";135,00;19,05;2;S Usinagem;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425795;APOIO BUCHA GUIA    CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;55,00;30,00;3;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425734;TRANSV SUP CILINDRO    PLAT  CBHM;134055NAC - TUBO QUADRADO 120 X 120 X 8.00;540,00;;1;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425783;BUCHA GUIA    CBHM;134132 - TUBO MECANICO  32 X  20  ST-52;55,00;32,00;2;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;30338;MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;134212 - TUBO MECANICO  56 X  40  ST-52;57,00;;2;S Usinagem;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31225;DOBRADIÇA SUP. TAMPA TRAS. ABERT. LATERAL - CBH M18;120054 - CHAPA GQ   5/8 (15,8)     1010;145,00;103,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31239;DOBRADIÇA HORIZONTAL CBH/CBHM (M18);120054 - CHAPA GQ   5/8 (15,8)     1010;118,00;40,00;3;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;34697;REFORÇO INFERIOR 2 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;34698;REFORÇO INFERIOR 1 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;3;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;425187;REFORÇO CENTRAL    CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;705,00;235,00;2;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;12919;REFORCO EXTERNO          CACAMBA    CBHF;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30366;TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;1397,00;188,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30373;TRANSVERSINA INTERMEDIÁRIA CENTRAL [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;418,00;187,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31203;REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18;120250 - CHAPA #11(3,04) A36/CIVIL300;222,00;195,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30380;REFORÇO INTERNO TRASEIRO - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120250 - CHAPA #11(3,04) A36/CIVIL300;215,00;161,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30334;LONGARINA DA PLATAFORMA M17    CBHM;120273 - CHAPA FQ  3,75mm. SAE-1006;2996,00;288,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31204;REFORÇO LATERAL DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;1563,00;236,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32439;FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;934,00;372,55;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32440;COMPLEMENTO DO FECHAM. LAT. TRAS. [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;861,27;270,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31207;FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;382,00;134,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32317;COMPL FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;100,00;92,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30591;FECHAM TRAS CENTRAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH ABERTURA LATERAL;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;1400,00;397,00;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30645;REFORÇO TRANSV DIANTEIRA - PLATAFORMA CBHM M17;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;647,00;190,00;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30368;FECHAM DA TRANSVERSINA - CAÇAMBA SIMPLES GRAN/FORR (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;174,00;100,00;6;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;480009;ANILHO MOLA POCIS       CBH/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;2;S C Guilhotina;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30384;CHAPEAM LAT - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120306 - CHAPA FQ #12 (1,50 x 3,00m) 1010;;;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;425760;SUPORTE DO CILINDRO       CBHM;120352 - CHAPA GQ   1/2 (12,7)     1010;87,00;80,00;4;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;26416;CORPO DA TRAVA CBH/CBHM 4/6;120352 - CHAPA GQ   1/2 (12,7)     1010;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31206;CHAPEAMENTO FRONTAL - CAÇAMBA M18;120548 - CHAPA FQ #12 (1,50 x 4,00m) 1010;;;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30336;APOIO ARTICULAÇÃO - PLATAFORMA M17 (4T) CBH/CBHM;120650 - CHAPA GQ   5/16(7,94)     1010;1040,00;154,00;2;Sem Processo;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;29964;APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;60,00;70,00;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;29965;REFORÇO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;50,00;30,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;425801;GUIA DA PLATAFORMA    CBHM;;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;490313;REFORÇO TRAVA T TRAS -  ACESS  CBHM;;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;22263;COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH;;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31226;COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18;;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31223;PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31224;PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;34697;REFORÇO INFERIOR 2 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;34698;REFORÇO INFERIOR 1 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;3;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30334;LONGARINA DA PLATAFORMA M17    CBHM;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;2996,00;288,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31204;REFORÇO LATERAL DIANTEIRO - CAÇAMBA M18;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;1563,00;236,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;32439;FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH M21];120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;934,00;372,55;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;32317;COMPL FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;100,00;92,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30591;FECHAM TRAS CENTRAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH ABERTURA LATERAL;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;1400,00;397,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30645;REFORÇO TRANSV DIANTEIRA - PLATAFORMA CBHM M17;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;647,00;190,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30384;CHAPEAM LAT - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120306 - CHAPA FQ #12 (1,50 x 3,00m) 1010;3000,00;1481,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30366;TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH M17];120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;1397,00;188,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30373;TRANSVERSINA INTERMEDIÁRIA CENTRAL [CAÇAMBA - CBH M17];120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;418,00;187,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31203;REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18;120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;222,00;195,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30380;REFORÇO INTERNO TRASEIRO - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;215,00;161,00;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31206;CHAPEAMENTO FRONTAL - CAÇAMBA M18;120548 - CHAPA FQ #12 (1,50 x 4,00m) 1010;1956,00;1371,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31229;CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH;120549 - BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300;1850,00;585,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;29964;APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;60,00;70,00;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Usinagem;Peças para Carretas PLATAF CAÇAMBAS;425874;PINO DA TRAVA         CBHM;;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Usinagem;Peças para Carretas PLATAF CAÇAMBAS;30338;MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;;;;2;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Mont Conj Carr;Peças para Carretas PLATAF CAÇAMBAS;28811;MONT FECHO RÁPIDO INFERIOR  CBH/CBHM;240492 - FECHO RÁP. P/CARR. LD CÓD.ESP481D;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS Mont Conj Carr;Peças para Carretas PLATAF CAÇAMBAS;28778;MONT FECHO RÁPIDO SUP  CBH/CBHM;240492 - FECHO RÁP. P/CARR. LD CÓD.ESP481D;;;1;S Mont Sistemas Carretas;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31224;PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;120031 - CHAPA FQ #14 (1,20 x 6,00m) 1010;1919,00;598,00;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31223;PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31226;COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1520,00;118,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;490313;REFORÇO TRAVA T TRAS -  ACESS  CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;295,00;30,00;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;425801;GUIA DA PLATAFORMA    CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;22263;COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31229;CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH;120924 - CHAPA FQ #12 (1,20 x 3,80m) 1010;1864,00;598,00;1;S Estamparia;CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído
